brand_id,brand_name,country_of_origin,year_of_foundation,headquarters_country,parent_company,employees,age_prenatal,age_0_5,age_6_12,age_teens,age_young_adults,age_seniors,demographics_income_level,income_low,income_middle,income_high,income_premium,income_snap_support,demographics_geographic_reach,demographics_gender,demographics_lifestyle,lifestyle_family,lifestyle_youth,lifestyle_seniors,lifestyle_health_focused,lifestyle_convenience,lifestyle_tech_savvy,lifestyle_sustainability_conscious,online_sales,has_franchises,has_drive_through,owns_fleet,electric_vehicles_percent,fossil_fuel_reliance,esg_programs,sustainability_actions,target_population,main_partnerships,branding_innovation_level,supply_chain_localization,product_portfolio_diversity,revenue_billion_usd,customer_loyalty_index,r_and_d_spend_percent_revenue,women_board_percent,ceo_tenure_years,market_cap_billion_usd,major_sustainability_award_last5y,references_and_links
342903,Alpine Valley Bakery,United States,1982,United States,Private bakery,90,0,1,1,0,0,1,"All income levels, baked goods",1,1,0,0,1,Regional U.S. (bakery distributor),"All genders, families","Families, baked goods consumers",1,1,1,0,1,0,0,0,0,0,1,0,Moderate; baking/distribution,Limited,Minimal,"Regional families, baked goods consumers","Regional retailers, foodservice",0,80,2,0.04,65,0.2,20,3,0,0,Limited public information
344119,Alpo,United States,1936,United States,Nestlé Purina PetCare [finance:Nestlé S.A.] (public - SWX: NESN),120,0,0,0,0,0,0,"All income levels, dog owners",1,1,1,0,1,"United States, international (Nestlé distribution)",N/A - dog food,Dog owners,0,0,0,0,0,0,0,1,0,0,0,0,Minimal; pet food,Limited; Nestlé sustainability,Packaging optimization,Dog owners,"Nestlé Purina (parent), retailers",1,50,2,0.12,72,0.6,25,2,0,0,https://www.alpo.com; https://kids.kiddle.co/Alpo_(pet_food)
342609,Alpro,Belgium,1980,Belgium,Danone [finance:Danone S.A.] (public - Euronext: DANOY),500,0,1,1,1,1,1,"All income levels, plant-based focus",1,1,1,0,1,"Global (Danone distribution, Europe strong)","All genders, health-conscious","Plant-based/vegan seekers, health-conscious",1,1,1,1,1,0,1,1,0,0,1,0,Low; plant-based beverage,Strong plant-based/sustainability focus,"Plant-based innovation, sustainable sourcing","Plant-based/vegan consumers, health-conscious families","Danone (parent), retailers",2,60,3,0.45,78,2,40,2,0,1,https://www.alpro.com
344627,Alred Sung,United States,2005,United States,Private fashion brand,40,0,0,0,1,1,0,"Premium-income, fashion",0,0,1,1,0,"United States, luxury fashion","Primary: women, fashion-conscious","Fashion-conscious, luxury consumers",0,1,0,0,0,1,1,1,0,0,0,0,Minimal; fashion,Luxury sustainability,Sustainable fashion practices,"Premium fashion consumers, women 25-50","Luxury retailers, boutiques",2,35,2,0.02,75,1.5,50,1,0,0,Limited public information
343873,Altoids,United States,1920,United States,"Mondelez International [finance:Mondelez International, Inc.] (NASDAQ: MDLZ)",80,0,0,1,1,1,1,"All income levels, mint candy",1,1,1,0,1,"United States (national), international Mondelez",All genders,"Mint/breath freshener seekers, convenience",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; mints,Limited; Mondelez sustainability,Packaging optimization,"All ages, mint candy lovers","Mondelez (parent), retailers, vending",1,50,2,0.12,75,0.6,28,2,0,0,https://www.altoids.com
344536,Always,United States,1984,United States,Procter & Gamble [finance:Procter & Gamble Company],175,0,0,1,1,1,1,All income levels,1,1,1,0,1,Global (130+ countries),"Women, menstruating individuals","Health-conscious, menstrual health seekers",1,1,1,1,1,0,0,1,0,0,1,1,Moderate,Period poverty programs,Pad donation programs,Women and menstruating individuals,"P&G distributors, retailers",2,60,4,1.8,80,2.5,45,2,0,0,https://www.always.com
344535,Always Discreet,United States,2005,United States,Procter & Gamble,80,0,0,0,0,0,1,All income levels,1,1,1,0,1,Global,"All genders, seniors","Seniors, incontinence management",0,0,1,1,1,0,0,1,0,0,1,1,Moderate,Senior health focus,Product innovation,"Seniors, elderly consumers",P&G distributors,1,55,2,0.45,78,2,40,1,0,0,https://www.always.com/discreet
341916,Always Save,United States,1975,United States,Associated Grocers,200,0,1,1,1,1,1,All income levels,1,1,1,0,1,U.S. budget grocery,All genders,Budget-conscious families,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,Budget-conscious families,Associated Grocers,0,75,3,0.28,65,0.3,20,3,0,0,Limited public information
343190,Always Tender,United States,2010,United States,Private brand,60,0,1,1,1,1,1,All income levels,1,1,1,0,1,Regional U.S.,All genders,Families,1,1,1,0,1,0,0,0,0,0,1,1,High,Limited,Minimal,Regional families,Regional retailers,0,80,1,0.05,60,0.2,15,2,0,0,Limited public information
343489,AM_PM Essentials,United States,2010,United States,Target,50,1,0,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,AM_PM Essentials consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,AM_PM Essentials target consumers,Target partnerships,1,60,2,0.175,60,1,25,2,0,0,Limited public information for AM_PM Essentials
343112,Amazin' Fruit Candies,United States,2005,United States,Private candy brand,40,0,1,1,1,1,0,All income levels,1,1,1,0,1,U.S. specialty,All genders,Candy lovers,1,1,0,0,1,0,0,1,0,0,0,0,Minimal,Limited,Minimal,Candy lovers,Specialty retailers,1,50,2,0.02,68,0.5,25,1,0,0,Limited public information
343113,Amazin' Fruit Super Fruit,United States,2008,United States,Private candy brand,35,0,1,1,1,1,0,All income levels,1,1,1,0,1,U.S. specialty,All genders,Candy/fruit seekers,1,1,0,0,1,0,0,1,0,0,0,0,Minimal,Limited,Minimal,Candy/fruit seekers,Specialty retailers,1,45,1,0.015,65,0.4,20,1,0,0,Limited public information
341812,Amazon,United States,1994,United States,"Amazon.com, [finance:Amazon.com, Inc.]",1540000,0,1,1,1,1,1,All income levels,1,1,1,1,1,Global e-commerce leader,All genders,"Tech-savvy, convenience-focused",1,1,1,0,1,1,0,1,0,1,1,3,High,"Climate Pledge, sustainability initiatives",Net-zero target 2040,Global consumers,"Global suppliers, merchants, logistics",3,40,10,575,82,3.5,40,1,2100,0,https://www.amazon.com
341808,Amazon Aware,United States,2018,United States,"Amazon.com, Inc.",150,0,0,0,0,0,0,Premium-focused,0,1,1,1,0,United States (Amazon platform),Sustainability-focused,Eco-friendly seekers,0,1,0,1,1,1,1,1,0,0,0,0,Minimal,Core sustainability brand model,Eco-friendly products,Sustainability-conscious consumers,Amazon (parent),2,35,4,0.35,80,2.5,50,1,0,0,https://www.amazon.com/amazonaware
341809,Amazon Elements,United States,2015,United States,"Amazon.com, Inc.",100,0,1,1,1,1,1,All income levels,1,1,1,0,0,United States (Amazon platform),Health-focused,Health-conscious,1,0,1,1,1,1,0,1,0,0,0,0,Minimal,Health focus,Quality emphasis,Health-conscious supplement seekers,Amazon (parent),1,40,5,0.25,75,1.8,40,1,0,0,https://www.amazon.com/amazon-elements
341810,Amazon Fresh,United States,2007,United States,"Amazon.com, Inc.",3500,0,1,1,1,1,1,All income levels,1,1,1,0,1,U.S. cities + UK London,All genders,"Tech-savvy, urban",1,1,1,0,1,1,0,1,0,0,1,2,High,Sustainability focus,Eco-friendly stores,Tech-savvy urban shoppers,Amazon (parent),3,65,4,2.5,72,4,35,2,0,0,https://www.amazonfresh.com
341811,Amazon Go,United States,2016,United States,"Amazon.com, Inc.",500,0,0,0,1,1,0,All income levels,1,1,1,0,0,U.S. cities (convenience stores),Tech-savvy,Convenience-focused,0,1,0,0,1,1,0,1,0,0,0,0,Low,Tech/convenience innovation,Small-format efficient stores,Tech-savvy urban commuters,Amazon (parent),3,70,2,0.15,75,5,35,1,0,0,https://www.amazon.com/go
344537,Ambi Pur,Netherlands,1992,Netherlands,SC Johnson & Son Inc.,100,0,0,0,0,0,0,All income levels,1,1,1,0,1,Global,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,Minimal,Limited,Eco-friendly formulations,Households,SC Johnson (parent),1,50,2,0.28,70,1,30,2,0,0,https://www.ambipur.com
343031,American Accent,United States,1990,United States,Private brand,60,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,American Accent consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,American Accent target consumers,Private brand partnerships,1,60,2,0.38,79,1,25,2,0,0,Limited public information for American Accent
344628,American Crew,Italy,1992,Italy,Estee Lauder,80,1,1,1,1,1,1,All income levels,1,1,1,0,1,Global (Italy),All genders,American Crew consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,American Crew target consumers,Estee Lauder partnerships,1,60,2,0.37,79,1,25,2,0,0,Limited public information for American Crew
344496,American Foods Group,United States,1985,United States,Private,150,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,American Foods Group consumers,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,American Foods Group target consumers,Private partnerships,1,60,2,0.47500000000000003,79,0.5,25,2,0,0,Limited public information for American Foods Group
344819,American Heritage,United States,2000,United States,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,American Heritage consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,American Heritage target consumers,Private partnerships,1,60,2,0.275,60,1,25,2,0,0,Limited public information for American Heritage
343420,AMH,Mexico,1995,Mexico,Private,40,1,0,1,1,1,1,All income levels,1,1,1,0,1,Global (Mexico),All genders,AMH consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,AMH target consumers,Private partnerships,1,60,2,0.32,79,1,25,2,0,0,Limited public information for AMH
341731,Amino Vital,Japan,1982,Japan,Ajinomoto,100,1,1,1,1,1,1,All income levels,1,1,1,0,0,Global (Japan),All genders,Amino Vital consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Amino Vital target consumers,Ajinomoto partnerships,1,60,2,0.48,79,0.5,25,2,0,0,Limited public information for Amino Vital
345113,Amora,Netherlands,1990,Netherlands,Private,70,1,1,1,1,1,1,All income levels,1,1,1,0,0,Global (Netherlands),All genders,Amora consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Amora target consumers,Private partnerships,1,60,2,0.385,79,1,25,2,0,0,Limited public information for Amora
344341,Amp,United States,2001,United States,PepsiCo,80,1,1,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,Amp consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Amp target consumers,PepsiCo partnerships,1,60,2,0.27999999999999997,60,1,25,2,0,0,Limited public information for Amp
341913,AMPI Private Label,Canada,1985,Canada,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,0,Global (Canada),All genders,AMPI Private Label consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,AMPI Private Label target consumers,Private partnerships,1,60,2,0.42500000000000004,79,0.5,25,2,0,0,Limited public information for AMPI Private Label
345041,Amport,Netherlands,1988,Netherlands,Private,45,1,0,1,1,1,1,All income levels,1,1,1,0,0,Global (Netherlands),All genders,Amport consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Amport target consumers,Private partnerships,1,60,2,0.3925,79,0.5,25,2,0,0,Limited public information for Amport
341834,Amway Corporation,United States,1959,United States,Public,16000,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Amway Corporation consumers,1,1,1,0,1,0,0,1,1,0,1,1,High,Limited,Minimal,Amway Corporation target consumers,Public partnerships,1,60,2,8.66,79,0.5,25,2,0,0,Limited public information for Amway Corporation
341676,ANCO,United States,1975,United States,Private,80,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,ANCO consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,ANCO target consumers,Private partnerships,1,60,2,0.54,79,0.5,25,2,0,0,Limited public information for ANCO
342678,André,France,1992,France,Constellations/Wine,60,1,1,1,1,1,1,All income levels,1,1,1,0,1,Global (France),All genders,André consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,André target consumers,Constellations/Wine partnerships,1,60,2,0.36,79,1,25,2,0,0,Limited public information for André
342389,Andy Capp's,United States,1975,United States,ConAgra,70,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Andy Capp's consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Andy Capp's target consumers,ConAgra partnerships,1,60,2,0.535,79,0.5,25,2,0,0,Limited public information for Andy Capp's
342390,Angies BoomChickaPop,United States,2013,United States,Private,50,1,0,1,1,1,0,All income levels,1,1,1,0,1,United States,All genders,Angies BoomChickaPop consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Angies BoomChickaPop target consumers,Private partnerships,1,60,2,0.145,60,1,25,2,0,0,Limited public information for Angies BoomChickaPop
343991,Angostura,Trinidad,1824,Trinidad,Private,300,1,1,1,1,1,1,All income levels,1,1,1,1,0,Global (Trinidad),All genders,Angostura consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Angostura target consumers,Private partnerships,1,60,2,2.16,78,0.5,25,2,0,0,Limited public information for Angostura
342133,Angry Orchard Hard Cider,United States,2012,United States,Boston Beer,100,1,1,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,Angry Orchard Hard Cider consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Angry Orchard Hard Cider target consumers,Boston Beer partnerships,1,60,2,0.18,60,1,25,2,0,0,Limited public information for Angry Orchard Hard Cider
341849,Anheuser World Select,United States,1995,United States,AB InBev,60,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Anheuser World Select consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Anheuser World Select target consumers,AB InBev partnerships,1,60,2,0.32999999999999996,79,1,25,2,0,0,Limited public information for Anheuser World Select
341850,Anheuser-Busch,United States,1852,United States,Anheuser-Busch InBev [finance:Anheuser-Busch InBev S.A./NV],55000,0,0,0,1,1,0,All income levels,1,1,1,0,0,Global beer giant,Both genders,Social drinkers,0,1,0,0,1,0,0,1,0,0,1,2,High,"Sustainability, community engagement",Renewable energy,Beer consumers ages 21+,"AB InBev (parent), distributors",2,70,6,18.2,75,1.2,32,2,0,0,https://www.ab.com
344337,Annapurna Simply Vegetarian,India,2005,India,ITC,100,1,1,1,1,1,0,All income levels,1,1,1,0,0,Global (India),All genders,Annapurna Simply Vegetarian consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Annapurna Simply Vegetarian target consumers,ITC partnerships,1,60,2,0.25,60,1,25,2,0,0,Limited public information for Annapurna Simply Vegetarian
343826,Annas,Sweden,1965,Sweden,Private,80,1,1,1,1,1,1,All income levels,1,1,1,1,1,Global (Sweden),All genders,Annas consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Annas target consumers,Private partnerships,1,60,2,0.64,79,0.5,25,2,0,0,Limited public information for Annas
342286,Annie Chun's,United States,1996,United States,Private,120,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Annie Chun's consumers,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,Annie Chun's target consumers,Private partnerships,1,60,2,0.35,79,1,25,2,0,0,Limited public information for Annie Chun's
342931,Annie's,United States,1989,United States,General Mills,150,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Annie's consumers,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,Annie's target consumers,General Mills partnerships,1,60,2,0.435,79,0.5,25,2,0,0,Limited public information for Annie's
345042,Ann's House of Nuts,United States,1980,United States,Private,70,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Ann's House of Nuts consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Ann's House of Nuts target consumers,Private partnerships,1,60,2,0.485,79,0.5,25,2,0,0,Limited public information for Ann's House of Nuts
344120,Antica Gelateria del Corso,Italy,1990,Italy,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,1,Global (Italy),All genders,Antica Gelateria del Corso consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Antica Gelateria del Corso target consumers,Private partnerships,1,60,2,0.37500000000000006,79,1,25,2,0,0,Limited public information for Antica Gelateria del Corso
344852,Aoste,France,1980,France,Private,60,1,1,1,1,1,1,All income levels,1,1,1,0,1,Global (France),All genders,Aoste consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Aoste target consumers,Private partnerships,1,60,2,0.48,79,0.5,25,2,0,0,Limited public information for Aoste
342679,Apothic,United States,2000,United States,E&J Gallo,80,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Apothic consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Apothic target consumers,E&J Gallo partnerships,1,60,2,0.29,60,1,25,2,0,0,Limited public information for Apothic
343572,Apple Jacks,United States,1971,United States,Kellogg's,100,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Apple Jacks consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Apple Jacks target consumers,Kellogg's partnerships,1,60,2,0.5900000000000001,79,0.5,25,2,0,0,Limited public information for Apple Jacks
343191,Applegate,United States,1987,United States,Private,200,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Applegate consumers,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,Applegate target consumers,Private partnerships,1,60,2,0.48,79,0.5,25,2,0,0,Limited public information for Applegate
344342,Aquafina,United States,1994,United States,"PepsiCo, [finance:PepsiCo, Inc.]",200,0,1,1,1,1,1,All income levels,1,1,1,0,1,Global (13.4% U.S. market share),All genders,Health-conscious,1,1,1,1,1,0,0,1,0,0,1,2,High,Water sustainability,Recycling programs,Water consumers,PepsiCo (parent),1,60,3,1.2,75,0.8,30,2,0,0,https://www.aquafina.com
344121,Aquarel,France,1982,France,Private,60,1,1,1,1,1,1,All income levels,1,1,1,0,0,Global (France),All genders,Aquarel consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Aquarel target consumers,Private partnerships,1,60,2,0.45999999999999996,79,0.5,25,2,0,0,Limited public information for Aquarel
342334,Aquarius,Germany,1995,Germany,Coca-Cola,50,1,0,1,1,1,1,All income levels,1,1,1,0,1,Global (Germany),All genders,Aquarius consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Aquarius target consumers,Coca-Cola partnerships,1,60,2,0.325,79,1,25,2,0,0,Limited public information for Aquarius
342808,Aramis,United States,1965,United States,Estee Lauder,90,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Aramis consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Aramis target consumers,Estee Lauder partnerships,1,60,2,0.645,79,0.5,25,2,0,0,Limited public information for Aramis
342485,Arbor Mist,United States,1980,United States,Private,200,0,1,1,1,1,1,All income levels,1,1,1,0,1,National,All genders,Arbor Mist consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arbor Mist shoppers,Retailers,1,60,2,0.2,70,1,25,2,0,0,N/A
345132,Arctic Shores,Canada,2005,Canada,Private,40,1,0,1,1,1,0,All income levels,1,1,1,0,1,Global (Canada),All genders,Arctic Shores consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arctic Shores target consumers,Private partnerships,1,60,2,0.22,60,1,25,2,0,0,Limited public information for Arctic Shores
341894,Argo,United States,1950,United States,Colgate-Palmolive,70,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Argo consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Argo target consumers,Colgate-Palmolive partnerships,1,60,2,0.785,79,0.5,25,2,0,0,Limited public information for Argo
344538,Ariel,Germany,1967,Germany,Procter & Gamble,120,1,1,1,1,1,1,All income levels,1,1,1,1,1,Global (Germany),All genders,Ariel consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Ariel target consumers,Procter & Gamble partnerships,1,60,2,0.6399999999999999,79,0.5,25,2,0,0,Limited public information for Ariel
342006,Arize,United States,1995,United States,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Arize consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arize target consumers,Private partnerships,1,60,2,0.325,79,1,25,2,0,0,Limited public information for Arize
343235,Arizona Beverage Co,United States,1992,United States,Private,250,1,1,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Arizona Beverage Co consumers,1,1,1,0,1,0,0,1,0,0,1,1,Moderate,Limited,Minimal,Arizona Beverage Co target consumers,Private partnerships,1,60,2,0.455,79,1,25,2,0,0,Limited public information for Arizona Beverage Co
343050,Arizona Farm,United States,2000,United States,Private,60,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Arizona Farm consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arizona Farm target consumers,Private partnerships,1,60,2,0.28,60,1,25,2,0,0,Limited public information for Arizona Farm
343236,Arizona Hard,United States,2005,United States,Arizona Beverage,80,1,1,1,1,1,0,All income levels,1,1,1,0,1,United States,All genders,Arizona Hard consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arizona Hard target consumers,Arizona Beverage partnerships,1,60,2,0.24000000000000002,60,1,25,2,0,0,Limited public information for Arizona Hard
341892,ARKO,Turkey,1985,Turkey,Private,100,1,1,1,1,1,1,All income levels,1,1,1,0,1,Global (Turkey),All genders,ARKO consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,ARKO target consumers,Private partnerships,1,60,2,0.45,79,0.5,25,2,0,0,Limited public information for ARKO
342253,Arm & Hammer,United States,1867,United States,Church & Dwight,150,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Arm & Hammer consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Arm & Hammer target consumers,Church & Dwight partnerships,1,60,2,1.655,78,0.5,25,2,0,0,Limited public information for Arm & Hammer
342391,Armour,United States,1867,United States,Conagra,180,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Armour consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Armour target consumers,Conagra partnerships,1,60,2,1.6700000000000002,78,0.5,25,2,0,0,Limited public information for Armour
344853,Armour Meats,United States,1867,United States,Conagra,150,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Armour Meats consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Armour Meats target consumers,Conagra partnerships,1,60,2,1.655,78,0.5,25,2,0,0,Limited public information for Armour Meats
344742,Armstrong,United States,1980,United States,Private,70,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Armstrong consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Armstrong target consumers,Private partnerships,1,60,2,0.485,79,0.5,25,2,0,0,Limited public information for Armstrong
342096,Arnold,United States,1957,United States,Bimbo Bakeries,180,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Arnold consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Arnold target consumers,Bimbo Bakeries partnerships,1,60,2,0.77,79,0.5,25,2,0,0,Limited public information for Arnold
344000,Arnold Palmer Spiked,United States,2015,United States,Bud Light,80,1,1,1,1,1,0,All income levels,1,1,1,0,1,United States,All genders,Arnold Palmer Spiked consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arnold Palmer Spiked target consumers,Bud Light partnerships,1,60,2,0.14,60,1,25,2,0,0,Limited public information for Arnold Palmer Spiked
342736,Arotz,Brazil,1990,Brazil,Private,60,1,1,1,1,1,1,All income levels,1,1,1,0,1,Global (Brazil),All genders,Arotz consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arotz target consumers,Private partnerships,1,60,2,0.38,79,1,25,2,0,0,Limited public information for Arotz
344939,Arrezzio,Italy,1985,Italy,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,0,Global (Italy),All genders,Arrezzio consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Arrezzio target consumers,Private partnerships,1,60,2,0.42500000000000004,79,0.5,25,2,0,0,Limited public information for Arrezzio
342254,Arrid,United States,1940,United States,Henkel,100,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Arrid consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Arrid target consumers,Henkel partnerships,1,60,2,0.9,79,0.5,25,2,0,0,Limited public information for Arrid
344122,Arrowhead,United States,1894,United States,Nestlé,100,1,1,1,1,1,1,All income levels,1,1,1,1,1,United States,All genders,Arrowhead consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Arrowhead target consumers,Nestlé partnerships,1,60,2,1.36,78,0.5,25,2,0,0,Limited public information for Arrowhead
343071,Arrowhead Mills,United States,1960,United States,Conagra,120,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Arrowhead Mills consumers,1,1,1,0,1,0,0,1,0,0,1,1,High,Limited,Minimal,Arrowhead Mills target consumers,Conagra partnerships,1,60,2,0.71,79,0.5,25,2,0,0,Limited public information for Arrowhead Mills
345215,ART,United States,2018,United States,Target,40,1,0,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,ART consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,ART target consumers,Target partnerships,1,60,2,0.09,60,1,25,2,0,0,Limited public information for ART
344963,Art Class,United States,2018,United States,Target,50,1,0,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,Art Class consumers,1,1,0,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Art Class target consumers,Target partnerships,1,60,2,0.095,60,1,25,2,0,0,Limited public information for Art Class
341836,Artistry,United States,1993,United States,Amway,80,1,1,1,1,1,1,All income levels,1,1,1,0,1,United States,All genders,Artistry consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Artistry target consumers,Amway partnerships,1,60,2,0.36,79,1,25,2,0,0,Limited public information for Artistry
341835,Artistry Men,United States,2005,United States,Amway,60,1,1,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,Artistry Men consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Artistry Men target consumers,Amway partnerships,1,60,2,0.23,60,1,25,2,0,0,Limited public information for Artistry Men
342007,Asgrow,United States,1948,United States,Bayer,90,1,1,1,1,1,1,All income levels,1,1,1,1,0,United States,All genders,Asgrow consumers,1,1,1,0,1,0,0,1,0,0,0,1,High,Limited,Minimal,Asgrow target consumers,Bayer partnerships,1,60,2,0.8150000000000001,79,0.5,25,2,0,0,Limited public information for Asgrow
345133,Asian Gourmet,United States,2000,United States,Private,50,1,0,1,1,1,1,All income levels,1,1,1,0,0,United States,All genders,Asian Gourmet consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Asian Gourmet target consumers,Private partnerships,1,60,2,0.275,60,1,25,2,0,0,Limited public information for Asian Gourmet
343421,Aspen Ridge Natural Beef,United States,2005,United States,Private,100,1,1,1,1,1,0,All income levels,1,1,1,0,0,United States,All genders,Aspen Ridge Natural Beef consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,Aspen Ridge Natural Beef target consumers,Private partnerships,1,60,2,0.25,60,1,25,2,0,0,Limited public information for Aspen Ridge Natural Beef
